time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,station,latitude,longitude,elevation
2024-01-01,10.1,7.2,16.3,0.5,,63.0,7.4,,1037.3,,85201,-16.5167,-68.1833,4058.0
2024-01-01,26.8,23.0,34.0,0.3,,327.0,12.1,,1009.8,,85207,-16.3833,-60.9667,413.0
2024-01-01,23.3,21.0,30.1,71.1,,358.0,9.3,,1009.4,,85210,-16.3333,-58.3833,124.0
2024-01-01,19.7,13.9,23.6,4.3,,340.0,7.5,,1022.6,,85223,-17.4167,-66.1833,2548.0
2024-01-01,13.5,8.2,19.3,5.1,,76.0,8.9,,,,85242,-17.9667,-67.0667,3072.0
2024-01-01,27.3,23.9,32.4,0.3,,342.0,21.4,,1008.6,,85244,-17.6333,-63.1333,373.0
2024-01-01,29.1,24.0,32.5,0.5,,316.0,20.9,,1008.0,,85245,-17.8,-63.1833,418.0
2024-01-01,29.1,21.5,37.1,0.2,,331.0,11.2,,1008.6,,85247,-17.8,-60.7333,284.0
2024-01-01,16.4,13.1,24.0,18.8,,76.0,6.5,,1012.0,,85264,-18.4667,-64.1,1998.0
2024-01-01,28.1,21.1,35.4,7.4,,359.0,11.4,,1008.8,,85268,-18.3167,-59.7667,276.0
2024-01-01,15.2,8.7,20.7,1.0,,11.0,10.1,,1013.7,,85283,-19.0167,-65.3,2904.0
2024-01-01,29.5,22.0,37.3,11.8,,38.0,10.0,,1009.0,,85289,-18.9833,-57.8167,134.0
2024-01-01,13.4,3.0,20.0,11.2,,30.0,10.6,,1029.6,,85293,-19.55,-65.7333,3935.0
2024-01-01,24.3,17.9,31.6,2.9,,169.0,6.3,,1009.5,,85312,-19.7833,-63.9167,992.0
2024-01-01,29.4,20.8,34.2,4.3,,270.0,4.8,,1009.9,,85315,-20.0,-63.5333,798.0
2024-01-01,28.1,21.2,33.9,2.2,,161.0,7.0,,1007.5,,85345,-21.25,-63.45,398.0
2024-01-01,22.9,17.2,28.1,2.3,,88.0,6.3,,1016.7,,85364,-21.55,-64.7,1854.0
2024-01-01,30.5,21.3,33.2,15.6,,328.0,4.3,,1008.4,,85365,-21.95,-63.65,645.0
2024-01-01,20.8,17.5,24.8,0.0,,234.0,18.9,,1014.8,,85406,-18.3333,-70.3333,58.0
2024-01-01,21.3,18.7,24.0,0.0,,206.0,15.8,,1014.6,,85418,-20.5333,-70.1833,52.0
2024-01-01,17.7,8.0,26.0,0.0,,243.0,26.8,,1026.8,,85432,-22.5,-68.9,0.0
2024-01-01,19.7,15.9,22.0,0.0,,200.0,16.8,,1014.9,,85442,-23.4333,-70.4333,135.0
2024-01-01,17.3,15.2,21.0,0.0,,256.0,13.2,,1015.6,,85459,-27.25,-70.77,204.0
2024-01-01,17.2,14.1,22.0,0.0,,299.0,20.2,,1015.7,,85488,-29.9,-71.2,142.0
2024-01-01,16.6,9.2,22.1,0.0,,212.0,21.3,,1016.9,,85543,-32.7833,-71.5167,8.0
2024-01-01,20.3,12.0,30.0,0.0,,182.0,22.9,38.9,1015.1,,85574,-33.3833,-70.7833,475.0
2024-01-01,20.8,13.4,29.4,0.0,,209.0,4.7,25.9,1016.2,,85577,-33.4333,-70.6833,520.0
2024-01-01,20.9,13.4,30.0,0.0,,236.0,7.2,,1016.3,,85580,-33.45,-70.55,649.0
2024-01-01,15.9,15.1,16.8,0.0,,186.0,22.8,,1021.9,,85585,-33.6667,-78.9833,30.0
2024-01-01,15.5,9.0,20.1,0.0,,253.0,14.6,,1017.4,,85586,-33.65,-71.6167,0.0
2024-01-01,20.3,11.2,30.0,0.0,,148.0,8.9,,1015.7,,85608,-34.1667,-70.7667,441.0
2024-01-01,21.0,13.0,29.8,0.0,,208.0,14.4,,1015.1,,85629,-34.9667,-71.2333,228.0
2024-01-01,19.3,8.0,30.2,0.0,,276.0,9.5,,1015.6,,85672,-36.5667,-72.0333,124.0
2024-01-01,17.1,12.0,20.6,0.0,,343.0,11.8,,1016.9,,85682,-36.7667,-73.05,12.0
2024-01-01,21.8,12.6,31.0,0.0,,188.0,22.0,,1016.0,,85703,-37.4,-72.4167,114.0
2024-01-01,16.8,10.6,27.7,0.0,,255.0,11.2,,1017.6,,85743,-38.75,-72.6333,114.0
2024-01-01,17.5,8.2,26.0,0.0,,267.0,9.2,,1017.3,,85766,-39.6167,-73.0833,19.0
2024-01-01,17.6,11.3,27.9,0.0,,188.0,13.5,,1018.2,,85782,-40.6,-73.05,65.0
2024-01-01,15.4,9.9,24.3,0.0,,198.0,13.6,,1018.5,,85799,-41.4167,-73.0833,85.0
2024-01-01,14.7,10.7,21.1,0.0,,248.0,10.7,,1018.8,,85830,-42.9167,-72.7167,3.0
2024-01-01,14.9,4.5,22.9,0.0,,216.0,16.8,,1019.4,,85831,-43.1167,-73.6333,0.0
2024-01-01,19.2,10.0,28.0,0.0,,280.0,14.3,,1016.8,,85832,-43.1892,-71.8489,317.0
2024-01-01,19.8,11.1,28.8,0.0,,247.0,8.6,,1017.1,,85836,-43.6333,-71.8,0.0
2024-01-01,17.5,8.8,24.3,0.0,,260.0,14.6,,1018.0,,85862,-45.4,-72.6667,11.0
2024-01-01,18.3,10.0,26.0,0.0,,320.0,11.5,,1015.8,,85864,-45.5833,-72.1167,310.0
2024-01-01,14.3,11.3,24.0,0.0,,285.0,31.4,,1014.8,,85874,-45.9167,-71.6833,520.0
2024-01-01,21.0,13.5,27.5,0.0,,279.0,28.1,,1012.7,,85886,-46.55,-71.7,325.0
2024-01-01,18.4,11.5,26.2,0.0,,244.0,7.7,,1015.3,,85892,-47.2333,-72.55,167.0
2024-01-01,16.2,9.7,21.1,0.0,,320.0,23.3,,1009.8,,85921,-51.7,-72.5333,70.0
2024-01-01,14.8,8.0,21.0,0.0,,315.0,27.3,,1008.4,,85934,-53.0,-70.85,37.0
2024-01-01,11.7,6.9,17.5,0.6,,332.0,8.8,,1007.0,,85967,-54.9333,-67.6333,0.0
2024-01-01,9.4,6.3,12.6,,,295.0,23.9,,1004.4,,85972,-56.6,-68.7167,42.0
2024-01-01,27.7,24.4,32.9,14.8,,24.0,10.2,,1008.5,,86033,-20.2167,-58.1667,92.0
2024-01-01,28.8,24.2,36.4,2.9,,35.0,8.1,,1007.2,,86068,-22.0167,-60.6,172.0
2024-01-01,26.8,24.0,32.0,6.1,,39.0,9.2,,1008.5,,86086,-22.2833,-57.8667,88.0
2024-01-01,26.3,21.0,33.0,25.5,,37.0,9.7,,1010.9,,86097,-22.5833,-55.65,614.0
2024-01-01,30.1,21.4,34.6,8.6,,33.0,9.4,,1008.2,,86128,-23.5,-58.7833,100.0
2024-01-01,28.7,24.8,35.0,9.5,,25.0,12.2,,1008.2,,86134,-23.4167,-57.3,74.0
2024-01-01,28.6,23.6,33.6,2.6,,57.0,9.5,,1008.5,,86170,-24.75,-58.8333,92.0
2024-01-01,26.7,22.6,32.8,3.5,,48.0,9.4,,1008.8,,86185,-24.0833,-57.0833,80.0
2024-01-01,29.9,22.0,38.4,1.5,,56.0,9.4,,1009.4,,86192,-24.65,-56.4333,0.0
2024-01-01,26.5,23.2,30.3,0.1,,29.0,9.4,,1010.3,,86210,-24.05,-54.3167,300.0
2024-01-01,27.9,23.8,34.6,1.6,,82.0,10.4,,1009.3,,86218,-25.2667,-57.6333,101.0
2024-01-01,26.7,19.8,32.6,1.5,,61.0,8.2,,1009.4,,86221,-25.6333,-57.1333,116.0
2024-01-01,26.9,22.4,31.9,5.2,,64.0,8.9,,1009.6,,86233,-25.75,-56.4333,161.0
2024-01-01,28.2,23.2,33.5,1.2,,53.0,8.4,,1009.4,,86234,-25.45,-56.3667,0.0
2024-01-01,27.9,22.0,32.0,0.9,,103.0,9.1,,1009.3,,86255,-26.85,-58.3167,59.0
2024-01-01,26.8,20.0,32.7,0.2,,100.0,8.5,,1009.6,,86260,-26.6667,-57.15,126.0
2024-01-01,29.6,21.0,36.5,2.3,,91.0,6.9,,1009.5,,86268,-26.1833,-56.35,0.0
2024-01-01,28.6,21.7,35.5,0.0,,56.0,7.0,,1010.1,,86285,-26.9333,-55.2,0.0
2024-01-01,26.7,21.3,32.6,0.0,,91.0,6.3,,1010.7,,86297,-27.3167,-55.8333,91.0
2024-01-01,22.6,16.5,29.5,0.0,,113.0,13.0,,1012.2,,86330,-30.3833,-56.5,123.0
2024-01-01,21.6,15.5,27.3,0.0,,93.0,12.3,,1013.2,,86350,-30.8833,-55.5333,205.0
2024-01-01,22.3,16.1,28.0,0.0,,132.0,8.7,,1012.3,,86360,-31.3833,-57.95,34.0
2024-01-01,20.8,14.1,26.7,0.0,,115.0,10.6,,1013.8,,86370,-31.7,-55.9833,134.0
2024-01-01,23.0,18.0,29.2,0.0,,64.0,12.6,,1012.6,,86430,-32.3333,-58.0333,61.0
2024-01-01,24.4,12.7,25.6,0.0,,93.0,12.1,,1014.9,,86440,-32.3667,-54.2167,100.0
2024-01-01,22.1,17.5,27.0,0.0,,72.0,16.5,,1013.4,,86460,-32.8,-56.5167,75.0
2024-01-01,23.8,18.5,29.5,0.0,,51.0,8.6,,1012.9,,86490,-33.25,-58.0667,22.0
2024-01-01,20.2,14.1,25.5,0.0,,63.0,13.5,,1015.2,,86500,-33.2167,-54.3833,46.0
2024-01-01,21.2,14.2,27.5,1.0,,64.0,11.5,,1014.1,,86530,-33.35,-56.5,93.0
2024-01-01,21.1,13.0,28.2,2.8,,56.0,13.3,,1014.4,,86545,-34.0667,-56.2333,97.0
2024-01-01,23.0,18.8,27.0,3.7,,94.0,16.1,,1013.2,,86560,-34.45,-57.8333,23.0
2024-01-01,18.8,10.0,25.6,0.0,,61.0,10.9,,1015.9,,86565,-34.4833,-54.3,18.0
2024-01-01,20.8,16.2,26.7,0.4,,65.0,17.3,,1014.6,,86575,-34.7833,-56.25,53.0
2024-01-01,20.3,16.0,25.5,0.2,,65.0,15.3,,1014.9,,86580,-34.8333,-56.0,32.0
2024-01-01,21.2,16.3,26.3,0.4,,63.0,12.6,,1014.5,,86585,-34.85,-56.2,16.0
2024-01-01,20.5,16.8,25.2,0.0,,53.0,21.8,,1015.4,,86586,-34.86,-55.0967,28.0
2024-01-01,26.5,23.5,32.7,1.5,,250.0,4.0,,1011.3,,86607,-10.1908,-48.3019,280.0
2024-01-01,24.8,22.2,27.9,3.8,,327.0,6.1,,1012.3,,86609,-10.7231,-43.6511,502.0
2024-01-01,24.7,22.0,29.5,5.5,,8.0,5.0,,1012.4,,86610,-10.4553,-41.2072,637.0
2024-01-01,27.2,22.7,32.6,2.2,,132.0,7.8,,1011.2,,86611,-10.4442,-40.1469,548.0
2024-01-01,29.6,24.0,36.5,0.0,,106.0,12.1,,1011.0,,86612,-10.9847,-39.6169,315.0
2024-01-01,29.2,22.7,36.2,0.0,,99.0,9.7,,1011.2,,86613,-10.5367,-38.9978,432.0
2024-01-01,27.7,22.1,35.0,0.0,,91.0,14.7,,1012.2,,86614,-10.7375,-38.1078,362.0
2024-01-01,28.0,23.0,34.9,0.0,,104.0,13.2,,1012.2,,86615,-10.3989,-37.7467,308.0
2024-01-01,27.6,25.2,30.0,7.6,,70.0,9.3,,1012.2,,86616,-10.95,-57.05,5.0
2024-01-01,27.5,22.1,33.0,0.3,,71.0,6.9,,1012.7,,86618,-10.4733,-36.4819,10.0
2024-01-01,27.8,24.5,32.7,1.3,,74.0,7.5,,1012.5,,86619,-10.1286,-36.2864,74.0
2024-01-01,25.6,24.0,27.6,4.9,,340.0,4.5,,1010.6,,86622,-11.4458,-61.4342,210.0
2024-01-01,26.1,22.8,31.3,2.7,,301.0,8.2,,1011.3,,86625,-11.2803,-57.5267,260.0
2024-01-01,24.6,22.1,28.2,3.8,,301.0,4.6,,1011.5,,86626,-11.9822,-55.5658,371.0
2024-01-01,26.0,23.4,29.5,11.9,,289.0,7.1,,1011.4,,86628,-11.6189,-50.7278,218.0
2024-01-01,26.2,24.2,32.5,11.4,,43.0,6.0,,1011.2,,86629,-11.8872,-49.6083,220.0
2024-01-01,25.7,23.1,31.5,12.3,,342.0,4.9,,1010.8,,86630,-11.7458,-49.0497,287.0
2024-01-01,24.7,21.1,30.7,6.8,,347.0,2.5,,1011.8,,86632,-11.5942,-46.8472,732.0
2024-01-01,26.7,22.1,33.2,3.9,,35.0,5.1,,1011.5,,86634,-11.0847,-43.1392,403.0
2024-01-01,24.2,21.6,28.5,5.2,,103.0,7.1,,1012.6,,86635,-11.3289,-41.8647,755.0
2024-01-01,27.8,23.1,34.2,0.0,,98.0,9.8,,1012.0,,86637,-11.6647,-39.0231,339.0
2024-01-01,26.9,23.2,32.0,0.4,,62.0,8.8,,1012.1,,86638,-11.2725,-37.7947,208.0
2024-01-01,27.2,22.2,31.0,0.0,,80.0,10.5,,1011.5,,86639,-11.8117,-37.6161,14.0
2024-01-01,23.3,22.2,25.7,2.7,,332.0,4.6,,1012.1,,86642,-12.7347,-60.1578,590.0
2024-01-01,25.3,22.6,29.1,7.3,,300.0,6.7,,1011.5,,86645,-12.5453,-55.7114,380.0
2024-01-01,25.0,23.2,28.7,7.8,,243.0,4.2,,1011.5,,86647,-12.6272,-52.2208,382.0
2024-01-01,25.8,23.1,31.0,3.3,,8.0,2.3,,1011.2,,86652,-12.15,-45.0,470.0
2024-01-01,26.9,22.8,34.0,5.7,,351.0,6.7,,1011.5,,86653,-12.1931,-43.2133,430.0
2024-01-01,28.7,24.2,35.5,0.3,,167.0,4.1,,1010.7,,86654,-12.5603,-41.3889,439.0
2024-01-01,29.4,23.7,36.5,0.2,,109.0,12.4,,1012.5,,86655,-12.1167,-40.35,380.0
2024-01-01,29.5,24.5,36.7,0.2,,91.0,10.3,,1011.6,,86656,-12.5167,-40.2833,250.0
2024-01-01,26.2,21.7,32.2,0.0,,95.0,11.0,,1012.6,,86657,-12.6667,-39.15,226.0
2024-01-01,27.8,23.7,33.5,0.0,,86.0,9.5,,1012.3,,86658,-12.1981,-38.9678,231.0
2024-01-01,23.8,21.5,28.7,6.5,,318.0,10.9,,1012.5,,86661,-13.7086,-59.7628,591.0
2024-01-01,24.5,22.5,28.7,8.1,,14.0,6.8,,1010.6,,86662,-13.7833,-57.8333,570.0
2024-01-01,26.3,23.7,32.2,8.6,,324.0,4.5,,1010.8,,86663,-13.0386,-57.0922,353.0
2024-01-01,20.5,16.2,25.3,12.1,,330.0,7.7,,1012.1,,86670,-13.2481,-46.8897,1253.0
2024-01-01,25.4,23.1,31.5,5.2,,327.0,4.6,,1011.6,,86671,-13.3322,-44.6175,549.0
2024-01-01,26.8,23.2,34.2,10.5,,26.0,1.8,,1011.4,,86672,-13.2667,-43.4172,440.0
2024-01-01,20.9,17.7,26.2,10.5,,41.0,7.4,,1014.4,,86673,-13.1558,-41.7739,1290.0
2024-01-01,24.7,19.8,32.0,0.8,,70.0,11.4,,1013.5,,86674,-13.5281,-40.1197,756.0
2024-01-01,24.6,21.5,28.1,0.0,,73.0,5.0,,1014.2,,86675,-13.0094,-39.6169,407.0
2024-01-01,26.9,23.5,32.1,,,44.0,5.7,,1013.1,,86676,-13.3436,-39.1267,105.0
2024-01-01,27.4,25.0,30.5,0.3,,55.0,18.0,,1012.5,,86677,-13.9072,-38.9722,10.0
2024-01-01,28.1,24.7,32.7,0.0,,65.0,4.4,,1012.0,,86678,-13.0053,-38.5058,51.0
2024-01-01,25.6,23.0,30.7,8.1,,122.0,8.6,,1010.9,,86682,-14.65,-57.4317,322.0
2024-01-01,24.2,23.0,29.2,3.4,,323.0,2.8,,1011.3,,86684,-14.4214,-54.0353,474.0
2024-01-01,24.7,21.2,28.2,4.7,,301.0,9.4,,1011.2,,86686,-14.0161,-52.2122,432.0
2024-01-01,25.1,21.2,29.2,3.6,,317.0,6.6,,1011.7,,86689,-14.9803,-49.5394,522.0
2024-01-01,21.3,17.7,27.0,11.3,,332.0,2.7,,1014.1,,86691,-14.1331,-47.5231,1260.0
2024-01-01,25.1,22.5,29.5,3.1,,351.0,6.2,,1011.8,,86692,-14.0892,-46.3664,834.0
2024-01-01,26.0,23.1,32.7,20.1,,84.0,5.8,,1011.3,,86693,-14.4081,-44.4042,512.0
2024-01-01,25.6,22.0,30.2,15.6,,76.0,9.0,,1012.6,,86694,-14.2081,-42.7481,551.0
2024-01-01,25.2,21.1,31.1,6.8,,99.0,9.1,,1011.4,,86695,-14.9122,-42.8083,570.0
2024-01-01,27.1,24.2,34.2,18.3,,48.0,5.5,,1012.0,,86696,-14.1817,-41.6722,470.0
2024-01-01,23.1,18.7,28.7,3.9,,65.0,5.8,,1013.7,,86697,-14.8861,-40.8011,876.0
2024-01-01,27.3,21.7,32.7,0.8,,85.0,8.8,,1012.7,,86698,-14.1714,-39.6925,125.0
2024-01-01,25.8,21.5,30.7,0.5,,45.0,7.0,,1012.4,,86699,-14.65,-39.1667,78.0
2024-01-01,26.5,23.7,33.0,10.3,,345.0,4.1,,1010.3,,86703,-15.1247,-58.1275,303.0
2024-01-01,27.0,25.0,33.5,11.2,,40.0,4.2,,1010.4,,86704,-15.3247,-57.2264,145.0
2024-01-01,27.7,25.4,30.7,22.5,,358.0,7.1,,1015.0,,86705,-15.6167,-56.1,151.0
2024-01-01,25.6,21.8,29.1,10.4,,272.0,6.1,,1011.1,,86709,-15.9058,-52.2439,347.0
2024-01-01,25.0,21.5,29.5,2.3,,7.0,6.7,,1011.9,,86712,-15.9392,-50.1414,512.0
2024-01-01,24.3,21.4,27.6,4.3,,346.0,3.8,,1011.4,,86713,-15.2203,-48.9903,667.0
2024-01-01,21.8,19.6,26.2,6.9,,323.0,6.1,,1013.0,,86715,-15.7894,-47.9256,1160.0
2024-01-01,23.2,18.7,28.0,11.4,,326.0,5.5,,1012.1,,86716,-15.5964,-47.6258,1200.0
2024-01-01,22.6,19.5,27.2,20.0,,240.0,4.8,,1009.2,,86718,-15.5242,-46.4356,894.0
2024-01-01,23.4,21.0,27.5,10.5,,27.0,8.3,,1012.2,,86719,-15.3006,-45.6172,880.0
2024-01-01,24.8,22.0,30.5,16.0,,55.0,3.0,,1011.6,,86720,-15.0861,-44.0161,460.0
2024-01-01,22.4,20.0,28.5,19.2,,53.0,5.2,,1013.5,,86721,-15.7225,-42.4356,853.0
2024-01-01,24.4,20.0,31.6,5.9,,50.0,7.5,,1012.3,,86722,-15.7544,-41.4578,750.0
2024-01-01,28.0,23.0,34.7,4.5,,62.0,11.1,,1011.7,,86723,-15.2447,-40.2294,269.0
2024-01-01,26.1,23.1,31.8,22.7,,12.0,7.9,,1010.4,,86728,-16.45,-54.5667,284.0
2024-01-01,25.4,23.5,29.2,15.6,,351.0,0.2,,1011.6,,86729,-16.3417,-53.7661,526.0
2024-01-01,23.4,21.2,28.1,17.7,,284.0,3.5,,1012.0,,86730,-16.9667,-51.8175,737.0
2024-01-01,24.4,22.1,28.2,2.4,,296.0,2.1,,1011.5,,86732,-16.9625,-50.4253,678.0
2024-01-01,24.8,21.1,31.2,2.5,,328.0,3.0,,1011.2,,86734,-16.6428,-49.22,770.0
2024-01-01,23.0,19.0,29.2,8.3,,48.0,5.4,,1012.5,,86735,-16.6769,-48.6181,949.0
2024-01-01,23.3,20.5,28.7,3.2,,347.0,6.2,,1012.1,,86736,-16.2633,-47.9664,958.0
2024-01-01,21.5,18.6,25.5,26.5,,242.0,6.4,,1013.0,,86737,-16.7881,-47.6117,1202.0
2024-01-01,24.0,21.5,28.0,12.1,,201.0,4.4,,1011.8,,86738,-16.5539,-46.8819,631.0
2024-01-01,25.1,22.7,30.0,10.4,,169.0,1.9,,1011.7,,86739,-16.3622,-45.1236,460.0
2024-01-01,24.3,21.0,29.1,6.9,,25.0,4.7,,1012.2,,86740,-16.7167,-43.8667,646.0
2024-01-01,26.3,22.7,33.7,14.7,,13.0,4.7,,1011.8,,86741,-16.1606,-42.3097,495.0
2024-01-01,28.1,22.6,33.0,24.5,,89.0,6.1,,1011.9,,86742,-16.5756,-41.4858,266.0
2024-01-01,30.1,24.7,35.2,10.3,,83.0,8.5,,1012.2,,86743,-16.1667,-40.6875,208.0
2024-01-01,26.0,21.6,31.5,4.0,,62.0,5.3,,1012.9,,86744,-16.0881,-39.2156,88.0
2024-01-01,25.6,22.9,30.7,6.3,,104.0,7.7,,1013.1,,86745,-16.3892,-39.1825,85.0
2024-01-01,22.7,20.7,28.0,8.9,,40.0,7.7,,1012.1,,86750,-17.8156,-53.2875,875.0
2024-01-01,23.1,21.1,26.5,12.6,,285.0,6.0,,1012.0,,86751,-17.5725,-52.5953,706.0
2024-01-01,24.2,21.7,28.7,4.1,,326.0,4.2,,1011.8,,86752,-17.9239,-51.7178,582.0
2024-01-01,23.3,20.7,27.1,1.5,,243.0,3.7,,1012.3,,86753,-17.7856,-50.9647,782.0
2024-01-01,23.9,21.6,28.5,3.4,,25.0,3.3,,1012.0,,86755,-17.7167,-49.1,771.0
2024-01-01,23.6,20.2,26.7,4.6,,352.0,3.9,,1012.4,,86756,-17.3075,-48.2831,752.0
2024-01-01,22.2,19.0,26.7,21.5,,29.0,2.6,,1013.3,,86757,-17.5614,-47.1992,1000.0
2024-01-01,22.0,20.2,24.6,13.4,,1.0,0.1,,1013.0,,86758,-17.7844,-46.1194,870.0
2024-01-01,24.8,22.6,30.0,21.7,,83.0,4.8,,1011.9,,86759,-17.2581,-44.8356,503.0
2024-01-01,21.5,19.7,25.2,12.2,,104.0,7.6,,1013.8,,86761,-17.7053,-42.3892,932.0
2024-01-01,23.8,21.5,28.2,4.5,,50.0,5.5,,1013.5,,86762,-17.8928,-41.5153,475.0
2024-01-01,25.1,22.7,30.6,18.2,,154.0,9.5,,1013.5,,86763,-17.7997,-40.25,208.0
2024-01-01,25.4,23.7,28.7,20.0,,162.0,5.4,,1013.0,,86764,-17.7333,-39.25,3.0
2024-01-01,27.7,25.5,30.7,18.2,,51.0,6.8,,1008.1,,86767,-18.9967,-57.6375,126.0
2024-01-01,26.8,24.6,32.2,17.5,,24.0,9.0,,1009.4,,86768,-18.9889,-56.6231,104.0
2024-01-01,23.5,20.7,27.5,5.0,,221.0,5.4,,1011.7,,86772,-18.8022,-52.6028,818.0
2024-01-01,25.0,23.0,28.2,20.7,,79.0,5.7,,1011.1,,86773,-18.9697,-50.6289,489.0
2024-01-01,24.2,23.0,27.5,22.3,,354.0,2.8,,1011.4,,86774,-18.4097,-49.1919,488.0
2024-01-01,24.5,22.1,28.6,10.5,,121.0,3.8,,1011.5,,86775,-18.9528,-49.5253,560.0
2024-01-01,23.3,21.0,27.2,12.3,,49.0,3.7,,1012.3,,86776,-18.9167,-48.25,869.0
2024-01-01,23.1,20.5,27.2,17.3,,70.0,4.3,,1012.5,,86777,-18.1578,-47.9264,890.0
2024-01-01,21.3,19.6,26.0,11.6,,28.0,2.1,,1013.3,,86778,-18.9967,-46.9856,963.0
2024-01-01,21.6,20.6,23.6,9.1,,182.0,7.4,,1013.7,,86779,-18.2003,-45.46,921.0
2024-01-01,22.3,20.1,26.7,22.7,,124.0,7.4,,1013.3,,86780,-18.7478,-44.4536,670.0
2024-01-01,18.7,17.7,21.2,15.5,,76.0,7.3,,1016.0,,86781,-18.2308,-43.6478,1356.0
2024-01-01,20.5,19.7,22.0,11.3,,107.0,8.0,,1014.2,,86782,-18.7867,-42.9431,860.0
2024-01-01,23.6,22.7,24.5,3.9,,202.0,4.6,,1012.7,,86783,-18.7906,-41.9864,263.0
2024-01-01,25.0,23.2,27.5,2.5,,75.0,1.9,,1012.9,,86784,-18.7808,-40.9864,270.0
2024-01-01,24.4,22.0,27.7,6.1,,161.0,16.4,,1014.0,,86785,-18.6953,-40.3908,154.0
2024-01-01,25.3,23.2,29.2,2.1,,210.0,9.1,,1012.5,,86786,-18.7139,-39.8483,39.0
2024-01-01,23.7,21.7,27.0,7.7,,38.0,4.2,,1010.8,,86789,-19.4203,-54.5531,647.0
2024-01-01,25.3,22.2,29.7,3.8,,243.0,3.0,,1011.1,,86791,-19.1225,-51.7208,516.0
2024-01-01,26.4,23.1,31.1,7.8,,32.0,4.6,,1011.0,,86792,-19.6953,-51.1814,424.0
2024-01-01,23.8,22.6,27.2,9.6,,47.0,3.3,,1011.6,,86793,-19.5347,-49.5286,547.0
2024-01-01,24.1,21.6,27.7,7.7,,13.0,2.5,,1011.7,,86794,-19.9858,-48.1525,568.0
2024-01-01,21.4,20.0,23.7,10.5,,34.0,4.0,,1012.9,,86795,-19.8753,-47.4342,912.0
2024-01-01,21.2,20.1,25.6,9.4,,85.0,6.9,,1013.4,,86796,-19.6,-46.9333,1020.0
2024-01-01,21.1,19.7,24.1,12.0,,99.0,4.7,,1014.1,,86798,-19.8853,-44.4169,742.0
2024-01-01,19.9,18.8,21.0,16.3,,95.0,13.8,,1015.0,,86800,-19.8839,-43.9694,869.0
2024-01-01,24.4,23.2,26.2,7.3,,357.0,0.9,,1014.6,,86801,-19.5833,-42.6333,333.0
2024-01-01,23.1,21.2,24.5,17.3,,127.0,2.6,,1014.5,,86802,-19.7358,-42.1372,615.0
2024-01-01,22.4,21.2,23.0,8.8,,110.0,8.0,,1012.5,,86803,-19.5033,-41.0647,193.0
2024-01-01,17.5,15.7,20.0,5.1,,156.0,17.1,,1016.3,,86804,-19.9886,-40.5794,988.0
2024-01-01,24.3,23.5,26.0,8.8,,186.0,13.2,,1013.9,,86805,-19.3567,-40.0686,40.0
2024-01-01,27.1,24.2,32.2,11.6,,2.0,2.7,,1009.1,,86807,-20.3956,-56.4317,140.0
2024-01-01,26.8,24.0,33.7,8.6,,0.0,1.8,,1009.2,,86808,-20.4756,-55.7839,155.0
2024-01-01,24.9,22.7,31.2,21.3,,329.0,4.5,,1010.2,,86809,-20.9817,-54.9719,464.0
2024-01-01,24.7,22.1,30.0,8.0,,21.0,6.4,,1010.2,,86810,-20.45,-54.6167,530.0
2024-01-01,27.5,23.2,33.0,0.3,,141.0,2.7,,1009.8,,86812,-20.4239,-52.88,338.0
2024-01-01,27.8,23.2,33.2,5.8,,56.0,3.9,,1010.9,,86813,-20.7833,-51.7,313.0
2024-01-01,24.4,22.3,27.2,15.8,,62.0,7.4,,1011.5,,86815,-20.4236,-49.9653,486.0
2024-01-01,21.2,19.7,24.5,8.1,,177.0,3.3,,1013.6,,86818,-20.5844,-47.3825,1026.0
2024-01-01,22.5,20.7,26.0,6.0,,106.0,6.9,,1012.7,,86819,-20.7453,-46.6339,784.0
2024-01-01,21.2,19.6,24.7,17.1,,95.0,6.1,,1013.3,,86820,-20.4547,-45.4539,878.0
2024-01-01,18.2,17.4,19.2,18.9,,89.0,13.6,,1015.3,,86821,-20.0314,-44.0111,1208.0
2024-01-01,17.4,16.2,18.7,26.9,,126.0,11.0,,1016.1,,86823,-20.5567,-43.7561,1061.0
2024-01-01,18.7,17.6,19.6,18.0,,265.0,1.2,,1015.5,,86824,-20.7667,-42.8667,712.0
2024-01-01,18.8,17.7,19.7,8.2,,157.0,5.7,,1015.5,,86825,-20.2636,-42.1828,836.0
2024-01-01,21.9,21.1,23.5,6.8,,154.0,2.8,,1016.3,,86828,-20.7506,-41.4889,138.0
2024-01-01,22.9,20.5,25.9,13.2,,215.0,10.5,,1015.9,,86829,-20.6364,-40.7414,35.0
2024-01-01,23.5,22.2,25.5,8.5,,202.0,4.3,,1015.2,,86830,-20.3156,-40.3172,9.0
2024-01-01,28.5,25.0,35.1,9.9,,345.0,2.7,,1007.6,,86833,-21.7058,-57.5533,85.0
2024-01-01,26.3,22.5,32.2,41.5,,60.0,7.4,,1007.7,,86834,-21.6092,-55.1778,401.0
2024-01-01,27.4,22.7,33.2,1.3,,75.0,6.1,,1010.6,,86838,-21.3192,-50.9303,374.0
2024-01-01,25.7,23.2,29.8,11.5,,85.0,9.2,,1011.2,,86839,-21.0856,-49.9203,405.0
